Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
210059_s_at	mitogen-activated protein kinase 13	5603	ENSG00000156711 /// OTTHUMG00000014587
210075_at	membrane associated ring finger 2	51257	ENSG00000099785 /// OTTHUMG00000182282
210084_x_at	tryptase alpha/beta 1 /// tryptase beta 2 (gene/pseudogene)	7177 /// 64499	---
210113_s_at	NLR family, pyrin domain containing 1	22861	ENSG00000091592 /// OTTHUMG00000132419
210125_s_at	barrier to autointegration factor 1	8815	ENSG00000175334 /// OTTHUMG00000166749
210153_s_at	malic enzyme 2, NAD(+)-dependent, mitochondrial	4200	ENSG00000082212 /// OTTHUMG00000132694
210163_at	chemokine (C-X-C motif) ligand 11	6373	---
210166_at	toll-like receptor 5	7100	ENSG00000187554 /// OTTHUMG00000037937
210214_s_at	bone morphogenetic protein receptor type II	659	ENSG00000204217 /// OTTHUMG00000133617
210231_x_at	SET nuclear proto-oncogene	6418	ENSG00000119335 /// OTTHUMG00000020755
210239_at	iroquois homeobox 5	10265	ENSG00000176842 /// OTTHUMG00000133201
210255_at	RAD51 paralog B	5890	ENSG00000182185 /// OTTHUMG00000157530
210277_at	adaptor-related protein complex 4, sigma 1 subunit	11154	ENSG00000100478 /// OTTHUMG00000140202
210330_at	sarcoglycan delta	6444	ENSG00000170624 /// OTTHUMG00000163445
210344_at	oxysterol binding protein-like 7	114881	ENSG00000006025 /// OTTHUMG00000178288
210348_at	septin 4	5414	ENSG00000108387 /// OTTHUMG00000179243
210356_x_at	membrane-spanning 4-domains, subfamily A, member 1	931	ENSG00000156738 /// OTTHUMG00000167614
210384_at	protein arginine methyltransferase 2	3275	ENSG00000160310 /// OTTHUMG00000048806
210387_at	histone cluster 1, H2bg	8339	ENSG00000273802 /// OTTHUMG00000014446
210388_at	phospholipase C, beta 2	5330	ENSG00000137841 /// OTTHUMG00000172412
210445_at	fatty acid binding protein 6, ileal	2172	ENSG00000170231 /// OTTHUMG00000130329
210456_at	phosphate cytidylyltransferase 1, choline, beta	9468	ENSG00000102230 /// OTTHUMG00000021270
210465_s_at	small nuclear RNA activating complex polypeptide 3	6619	ENSG00000164975 /// OTTHUMG00000019583
210546_x_at	cancer/testis antigen 1A /// cancer/testis antigen 1B	1485 /// 246100	ENSG00000184033 /// ENSG00000268651 /// OTTHUMG00000024232 /// OTTHUMG00000024238
210552_s_at	Ral GEF with PH domain and SH3 binding motif 1	9649	ENSG00000136828 /// OTTHUMG00000020696
210587_at	inhibin beta E	83729	ENSG00000139269 /// OTTHUMG00000169995
210603_at	N(alpha)-acetyltransferase 11, NatA catalytic subunit	84779	ENSG00000156269
210631_at	neurofibromin 1	4763	ENSG00000196712 /// OTTHUMG00000132871
210636_at	peroxisome proliferator-activated receptor delta	5467	ENSG00000112033 /// OTTHUMG00000014567
210685_s_at	ubiquitination factor E4B	10277	ENSG00000130939 /// OTTHUMG00000001797
210687_at	carnitine palmitoyltransferase 1A (liver)	1374	ENSG00000110090 /// OTTHUMG00000167892
210716_s_at	CAP-GLY domain containing linker protein 1	6249	ENSG00000130779 /// OTTHUMG00000168922
210718_s_at	ADP-ribosylation factor like GTPase 17A /// ADP-ribosylation factor like GTPase 17B /// ADP-ribosylation factor-like protein 17 /// ADP-ribosylation factor-like protein 17	51326 /// 100294341 /// 100506084 /// 100996709	ENSG00000185829 /// ENSG00000228696 /// ENSG00000275748 /// ENSG00000275949 /// ENSG00000276276 /// OTTHUMG00000132817 /// OTTHUMG00000178031 /// OTTHUMG00000190362 /// OTTHUMG00000190435
210752_s_at	MLX, MAX dimerization protein	6945	ENSG00000108788 /// OTTHUMG00000180246
210769_at	cyclic nucleotide gated channel beta 1	1258	ENSG00000070729 /// OTTHUMG00000154810
210788_s_at	dehydrogenase/reductase (SDR family) member 7	51635	ENSG00000100612 /// OTTHUMG00000140331
210808_s_at	NADPH oxidase 1	27035	ENSG00000007952 /// OTTHUMG00000022007
210880_s_at	embryonal Fyn-associated substrate	10278	ENSG00000100842 /// OTTHUMG00000028741
210934_at	BLK proto-oncogene, Src family tyrosine kinase	640	ENSG00000136573 /// OTTHUMG00000090729
210978_s_at	transgelin 2	8407	ENSG00000158710 /// OTTHUMG00000022793
210985_s_at	SP100 nuclear antigen	6672	ENSG00000067066 /// OTTHUMG00000133203
210994_x_at	tripartite motif containing 23	373	ENSG00000113595 /// OTTHUMG00000097802
211034_s_at	HECT domain containing E3 ubiquitin protein ligase 4	283450	ENSG00000173064 /// OTTHUMG00000150719
211047_x_at	adaptor-related protein complex 2 sigma 1 subunit	1175	ENSG00000042753 /// OTTHUMG00000183437
211060_x_at	glycosylphosphatidylinositol anchor attachment 1	8733	ENSG00000197858 /// OTTHUMG00000165438
211064_at	zinc finger protein 493	284443	ENSG00000196268 /// OTTHUMG00000141297
211131_s_at	ectodysplasin A	1896	ENSG00000158813 /// OTTHUMG00000021764
211168_s_at	UPF1 regulator of nonsense transcripts homolog (yeast)	5976	ENSG00000005007 /// OTTHUMG00000183025
211172_x_at	A kinase (PRKA) anchor protein 7	9465	ENSG00000118507 /// OTTHUMG00000015563
211175_at	G protein-coupled receptor 45	11250	---
211273_s_at	T-box 1	6899	ENSG00000184058 /// OTTHUMG00000150421
211284_s_at	granulin	2896	ENSG00000030582 /// OTTHUMG00000181816
211338_at	interferon, alpha 2	3440	ENSG00000188379 /// OTTHUMG00000019674
211365_s_at	protocadherin alpha 2	56146	ENSG00000204969 /// OTTHUMG00000163363
211380_s_at	protein kinase, cGMP-dependent, type I	5592	ENSG00000185532 /// OTTHUMG00000018248
211385_x_at	sulfotransferase family 1A member 2	6799	ENSG00000197165 /// OTTHUMG00000048082
211416_x_at	gamma-glutamyltransferase light chain 1	92086	ENSG00000149435 /// OTTHUMG00000032095
211432_s_at	TYRO3 protein tyrosine kinase	7301	ENSG00000092445 /// OTTHUMG00000130341
211475_s_at	BCL2-associated athanogene	573	ENSG00000107262 /// OTTHUMG00000019766
211484_s_at	Down syndrome cell adhesion molecule	1826	ENSG00000171587 /// OTTHUMG00000086732
211497_x_at	NK3 homeobox 1	4824	ENSG00000167034 /// OTTHUMG00000097851
211516_at	interleukin 5 receptor, alpha	3568	ENSG00000091181
211525_s_at	glycoprotein V (platelet)	2814	ENSG00000178732 /// OTTHUMG00000150345
211564_s_at	PDZ and LIM domain 4	8572	ENSG00000131435 /// OTTHUMG00000059645
211581_x_at	leukocyte specific transcript 1	7940	ENSG00000204482 /// ENSG00000206433 /// ENSG00000223465 /// ENSG00000226182 /// ENSG00000230791 /// ENSG00000231048 /// ENSG00000234514 /// ENSG00000235915 /// OTTHUMG00000031264 /// OTTHUMG00000031562 /// OTTHUMG00000040404 /// OTTHUMG00000148785 /// OTTHUMG00000148999 /// OTTHUMG00000149282 /// OTTHUMG00000149513 /// OTTHUMG00000149937
211584_s_at	nuclear protein, ataxia-telangiectasia locus	4863	ENSG00000149308 /// OTTHUMG00000166385
211587_x_at	cholinergic receptor, nicotinic alpha 3	1136	ENSG00000080644
211612_s_at	interleukin 13 receptor, alpha 1	3597	ENSG00000131724 /// OTTHUMG00000022258
211656_x_at	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000231939 /// ENSG00000233209 /// OTTHUMG00000140112 /// OTTHUMG00000149067
211665_s_at	SOS Ras/Rho guanine nucleotide exchange factor 2	6655	ENSG00000100485 /// OTTHUMG00000140292
211674_x_at	cancer/testis antigen 1A /// cancer/testis antigen 1B	1485 /// 246100	ENSG00000184033 /// ENSG00000268651 /// OTTHUMG00000024232 /// OTTHUMG00000024238
211694_at	testis-specific serine kinase 1B	83942	ENSG00000212122 /// OTTHUMG00000128835
211696_x_at	hemoglobin, beta	3043	ENSG00000244734 /// OTTHUMG00000066678
211707_s_at	IQ motif containing B1	9657	ENSG00000173226 /// OTTHUMG00000128677
211731_x_at	synovial sarcoma, X breakpoint 3	10214	ENSG00000165584 /// OTTHUMG00000021489
211735_x_at	surfactant protein C	6440	ENSG00000168484 /// OTTHUMG00000163775
211753_s_at	relaxin 1	6013	ENSG00000107018 /// OTTHUMG00000019495
211845_at	poliovirus receptor-related 1 (herpesvirus entry mediator C)	5818	ENSG00000110400 /// OTTHUMG00000166177
211887_x_at	macrophage scavenger receptor 1	4481	ENSG00000038945
211909_x_at	prostaglandin E receptor 3 (subtype EP3)	5733	ENSG00000050628 /// OTTHUMG00000009399
211932_at	heterogeneous nuclear ribonucleoprotein A3	220988	ENSG00000170144 /// OTTHUMG00000132529
211944_at	proline-rich coiled-coil 2C	23215	ENSG00000117523 /// OTTHUMG00000034665
211947_s_at	proline-rich coiled-coil 2C	23215	ENSG00000117523 /// OTTHUMG00000034665
211971_s_at	leucine-rich pentatricopeptide repeat containing	10128	ENSG00000138095 /// OTTHUMG00000152782
212001_at	SURP and G-patch domain containing 2	10147	ENSG00000064607 /// OTTHUMG00000182997
212051_at	WAS/WASL interacting protein family, member 2	147179	ENSG00000171475 /// OTTHUMG00000133331
212054_x_at	TBC1 domain family, member 9B (with GRAM domain)	23061	ENSG00000197226 /// OTTHUMG00000130911
212078_s_at	lysine (K)-specific methyltransferase 2A	4297	ENSG00000118058 /// OTTHUMG00000166337
212111_at	syntaxin 12	23673	ENSG00000117758 /// OTTHUMG00000003730
212132_at	LSM14A mRNA processing body assembly factor	26065	ENSG00000257103 /// ENSG00000262860 /// OTTHUMG00000178062 /// OTTHUMG00000180491
212151_at	pre-B-cell leukemia homeobox 1	5087	ENSG00000185630 /// OTTHUMG00000034307
212165_at	transmembrane protein 183A /// transmembrane protein 183B	92703 /// 653659	ENSG00000163444 /// OTTHUMG00000042051
212173_at	adenylate kinase 2	204	ENSG00000004455 /// OTTHUMG00000004131
212174_at	adenylate kinase 2	204	ENSG00000004455 /// OTTHUMG00000004131
212178_s_at	POM121 transmembrane nucleoporin C	100101267	ENSG00000196313 /// ENSG00000272391 /// OTTHUMG00000023527 /// OTTHUMG00000156238
212206_s_at	H2A histone family, member V	94239	ENSG00000105968 /// OTTHUMG00000129217
212211_at	ankyrin repeat domain 17	26057	ENSG00000132466 /// OTTHUMG00000160826
212230_at	phospholipid phosphatase 3	8613	ENSG00000162407 /// OTTHUMG00000008160
212257_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595	ENSG00000080503 /// OTTHUMG00000019445
212293_at	homeodomain interacting protein kinase 1	204851	ENSG00000163349 /// OTTHUMG00000011983
212311_at	sel-1 suppressor of lin-12-like 3 (C. elegans)	23231	ENSG00000091490 /// OTTHUMG00000160331
212333_at	family with sequence similarity 98, member A	25940	ENSG00000119812 /// OTTHUMG00000152152
212466_at	sprouty-related, EVH1 domain containing 2	200734	ENSG00000198369 /// OTTHUMG00000152737
212472_at	microtubule associated monooxygenase, calponin and LIM domain containing 2	9645	ENSG00000133816 /// OTTHUMG00000165744
212500_at	2-aminoethanethiol (cysteamine) dioxygenase	84890	ENSG00000181915 /// OTTHUMG00000018306
212551_at	CAP, adenylate cyclase-associated protein, 2 (yeast)	10486	ENSG00000112186 /// OTTHUMG00000014311
212553_at	regulation of nuclear pre-mRNA domain containing 2	23248	ENSG00000163125 /// OTTHUMG00000012808
212584_at	aquarius intron-binding spliceosomal factor	9716	ENSG00000021776 /// OTTHUMG00000172257
212587_s_at	protein tyrosine phosphatase, receptor type, C	5788	ENSG00000081237 /// OTTHUMG00000035702
212593_s_at	programmed cell death 4 (neoplastic transformation inhibitor)	27250	ENSG00000150593 /// OTTHUMG00000019048
212599_at	autism susceptibility candidate 2	26053	ENSG00000158321 /// OTTHUMG00000023865
212629_s_at	protein kinase N2	5586	ENSG00000065243 /// OTTHUMG00000010074
212647_at	related RAS viral (r-ras) oncogene homolog	6237	ENSG00000126458 /// OTTHUMG00000183247
212651_at	Rho-related BTB domain containing 1	9886	ENSG00000072422 /// OTTHUMG00000018292
212664_at	tubulin, beta 4A class IVa	10382	ENSG00000104833 /// OTTHUMG00000181829
212703_at	talin 2	83660	ENSG00000171914 /// OTTHUMG00000133679
212705_x_at	patatin-like phospholipase domain containing 2	57104	ENSG00000177666 /// OTTHUMG00000133309
212763_at	calmodulin regulated spectrin-associated protein family, member 2	23271	ENSG00000118200 /// OTTHUMG00000035740
212785_s_at	La ribonucleoprotein domain family, member 7	51574	ENSG00000174720 /// OTTHUMG00000132909
212820_at	Dmx-like 2	23312	ENSG00000104093 /// OTTHUMG00000131749
212860_at	zinc finger, DHHC-type containing 18	84243	ENSG00000204160 /// OTTHUMG00000004092
212904_at	leucine rich repeat containing 47	57470	ENSG00000130764 /// OTTHUMG00000003506
212934_at	UBX domain protein 2B	137886	ENSG00000215114 /// OTTHUMG00000164300
212949_at	non-SMC condensin I complex subunit H	23397	ENSG00000121152 /// OTTHUMG00000130451
212968_at	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	5986	ENSG00000169733 /// OTTHUMG00000178512
212973_at	ribose 5-phosphate isomerase A	22934	ENSG00000153574 /// OTTHUMG00000130333
212975_at	DENN/MADD domain containing 3	22898	ENSG00000105339 /// OTTHUMG00000164775
212990_at	synaptojanin 1	8867	ENSG00000159082 /// OTTHUMG00000064926
213013_at	mitogen-activated protein kinase 8 interacting protein 1 pseudogene /// mitogen-activated protein kinase 8 interacting protein 1	9479 /// 644172	ENSG00000121653 /// OTTHUMG00000134324
213015_at	bobby sox homolog (Drosophila)	56987	ENSG00000114439 /// OTTHUMG00000150360
213016_at	bobby sox homolog (Drosophila)	56987	ENSG00000114439 /// OTTHUMG00000150360
213034_at	SIK family kinase 3	23387	ENSG00000160584 /// OTTHUMG00000066628
213035_at	ankyrin repeat domain 28	23243	ENSG00000206560 /// OTTHUMG00000155379
213078_x_at	lysophosphatidylcholine acyltransferase 4	254531	ENSG00000176454 /// OTTHUMG00000172349
213133_s_at	glycine cleavage system protein H (aminomethyl carrier)	2653	ENSG00000140905 /// OTTHUMG00000137626
213147_at	homeobox A10	3206	ENSG00000253293 /// OTTHUMG00000023436
213243_at	vacuolar protein sorting 13 homolog B (yeast)	157680	ENSG00000132549 /// OTTHUMG00000140383
213260_at	forkhead box C1	2296	ENSG00000054598 /// OTTHUMG00000016182
213269_at	zinc finger protein 248	57209	ENSG00000198105 /// OTTHUMG00000017980
213280_at	RAP1 GTPase activating protein 2	23108	ENSG00000132359 /// OTTHUMG00000177642
213292_s_at	sorting nexin 13	23161	ENSG00000071189 /// OTTHUMG00000152730
213339_at	TP73 antisense RNA 1	57212	ENSG00000227372
213368_x_at	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	8541	ENSG00000177380 /// OTTHUMG00000183213
213371_at	LIM domain binding 3	11155	ENSG00000122367 /// OTTHUMG00000018655
213375_s_at	NEDD4 binding protein 2-like 1	90634	ENSG00000139597 /// OTTHUMG00000016697
213395_at	megalencephalic leukoencephalopathy with subcortical cysts 1	23209	ENSG00000100427 /// OTTHUMG00000150236
213403_at	major facilitator superfamily domain containing 9	84804	---
213412_at	tight junction protein 3	27134	ENSG00000105289 /// OTTHUMG00000180872
213450_s_at	inducible T-cell co-stimulator ligand	23308	ENSG00000160223 /// ENSG00000277117 /// OTTHUMG00000086920
213506_at	coagulation factor II (thrombin) receptor-like 1	2150	ENSG00000164251 /// OTTHUMG00000102118
213518_at	protein kinase C, iota	5584	ENSG00000163558 /// OTTHUMG00000150214
213533_at	neuron specific gene family member 1	27065	ENSG00000168824
213548_s_at	CDV3 homolog (mouse)	55573	ENSG00000091527 /// OTTHUMG00000159764
213566_at	ribonuclease, RNase A family, k6	6039	ENSG00000169413 /// OTTHUMG00000029585
213568_at	odd-skipped related transciption factor 2	116039	ENSG00000164920 /// OTTHUMG00000164640
213570_at	eukaryotic translation initiation factor 4E family member 2	9470	ENSG00000135930 /// OTTHUMG00000133256
213601_at	slit guidance ligand 1	6585	ENSG00000187122 /// OTTHUMG00000018843
213603_s_at	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	5880	ENSG00000128340 /// OTTHUMG00000150540
213604_at	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	6924	ENSG00000011007 /// OTTHUMG00000002957
213611_at	aquaporin 5	362	ENSG00000161798 /// OTTHUMG00000169710
213652_at	proprotein convertase subtilisin/kexin type 5	5125	ENSG00000099139 /// OTTHUMG00000020039
213728_at	lysosomal-associated membrane protein 1	3916	ENSG00000185896 /// OTTHUMG00000017380
213748_at	tripartite motif containing 66	9866	ENSG00000166436 /// OTTHUMG00000150481
213749_at	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	5648	ENSG00000127241 /// OTTHUMG00000156461
213764_s_at	microfibrillar associated protein 5	8076	ENSG00000197614 /// OTTHUMG00000168703
213785_at	importin 9	55705	ENSG00000198700 /// OTTHUMG00000035805
213796_at	small proline-rich protein 1A	6698	---
213835_x_at	GTP binding protein 3 (mitochondrial)	84705	ENSG00000130299 /// OTTHUMG00000182766
213852_at	RNA binding motif protein 8A	9939	ENSG00000265241 /// OTTHUMG00000013736
213865_at	discoidin, CUB and LCCL domain containing 2	131566	ENSG00000057019 /// OTTHUMG00000151985
213888_s_at	TRAF3 interacting protein 3	80342	ENSG00000009790 /// OTTHUMG00000036480
213921_at	somatostatin	6750	ENSG00000157005 /// OTTHUMG00000156462
213931_at	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein /// inhibitor of DNA binding 2B, dominant negative helix-loop-helix protein (pseudogene)	3398 /// 84099	ENSG00000115738 /// OTTHUMG00000112454
213944_x_at	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	2767	ENSG00000088256 /// OTTHUMG00000180631
213970_at	RAB, member of RAS oncogene family-like 3	285282	ENSG00000144840 /// OTTHUMG00000159668
213992_at	collagen, type IV, alpha 6	1288	ENSG00000197565 /// OTTHUMG00000022179
214009_at	male-specific lethal 3 homolog (Drosophila)	10943	ENSG00000005302 /// OTTHUMG00000021132
214038_at	chemokine (C-C motif) ligand 8	6355	ENSG00000108700 /// OTTHUMG00000132883
214049_x_at	CD7 molecule	924	ENSG00000173762 /// OTTHUMG00000178662
214093_s_at	far upstream element (FUSE) binding protein 1	8880	ENSG00000162613 /// OTTHUMG00000040799
214151_s_at	cell cycle progression 1 /// DYX1C1-CCPG1 readthrough (NMD candidate)	9236 /// 100533483	ENSG00000260916 /// ENSG00000261771 /// OTTHUMG00000172678
214152_at	cell cycle progression 1 /// DYX1C1-CCPG1 readthrough (NMD candidate)	9236 /// 100533483	ENSG00000260916 /// ENSG00000261771 /// OTTHUMG00000172678
214175_x_at	PDZ and LIM domain 4	8572	ENSG00000131435 /// OTTHUMG00000059645
214183_s_at	transketolase-like 1	8277	ENSG00000007350 /// OTTHUMG00000022707
214204_at	PARK2 co-regulated	135138	ENSG00000112530 /// OTTHUMG00000016116
214218_s_at	X inactive specific transcript (non-protein coding)	7503	ENSG00000229807
214235_at	cytochrome P450, family 3, subfamily A, polypeptide 5	1577	ENSG00000106258
214240_at	galanin/GMAP prepropeptide	51083	ENSG00000069482 /// OTTHUMG00000167890
214256_at	ATPase, class V, type 10A	57194	ENSG00000206190 /// OTTHUMG00000171703
214265_at	integrin alpha 8	8516	ENSG00000077943 /// OTTHUMG00000017733
214298_x_at	septin 6	23157	ENSG00000125354 /// OTTHUMG00000022280
214300_s_at	topoisomerase (DNA) III alpha	7156	ENSG00000177302 /// OTTHUMG00000059391
214324_at	glycoprotein 2 (zymogen granule membrane)	2813	ENSG00000169347 /// OTTHUMG00000131489
214335_at	ribosomal protein L18	6141	ENSG00000063177 /// OTTHUMG00000169760
214426_x_at	chromatin assembly factor 1, subunit A (p150)	10036	ENSG00000167670 /// OTTHUMG00000181922
214524_at	growth hormone releasing hormone	2691	ENSG00000118702 /// OTTHUMG00000032413
214591_at	kelch-like family member 4	56062	ENSG00000102271
214620_x_at	peptidylglycine alpha-amidating monooxygenase	5066	ENSG00000145730 /// OTTHUMG00000128729
